"","par1","par2","par3","par4","par5","par6","par7","par8","par9","part10","par11","par12","meanGroup","facesDisplayTime","maskTime","groupChoice","id","trial","faceIdentity","SD","realSD","rating","rt","image","condition","condition1","music.rock","music.pop","live.city","live.town","eat.icecream","eat.hamburger","time.beach","time.pool","pet.cat","pat.dog","X30","threatSimilar","threatDifferent","immoralSimilar","immoralDifferent","selectionPrinciple","selectionNoWhy","selectionYesWhy","groupPrecentEstimate","iden1","iden2","iden3","iden4","iden5","ntb1","ntb2","ntb3","ntb4","ntb5","ntb6","ntb7","ntb8","ntb9","ntb10","enviroDifRace","enviroDifSes","enviroDifPoli","sd1","sd2","sd3","sd4","sd5","sd6","sd7","sd8","sd9","sd10","sd11","bigFiveExtraverted","bigFiveCritical","bigFiveCons","bigFiveNeuro","bigFiveOpen","bigFiveReserved","bigFiveWarm","bigFiveCareless","bigFiveCalm","bigFiceConventional","poli","age","sex","citizen","citizenText","liveUS","yearsUS","partUS","partUSText","black","latin","white","asian","other","edu","income","identscale","condition_bi","condition_biEffect"
"1349",115,119,111,127,133,129,109,107,131,135,113,123,121,1.99778,0.000545219,1,6,44,1,1,9.9453,111,0.921361,48,"high","high",NA,1,NA,1,NA,1,1,NA,NA,1,NA,17,16,14,18,1,"I just went with my initial emotional response and didn't think much.",NA,70,14,14,13,14,17,4,4,2,4,4,5,1,4,4,4,62,46,10,1,1,1,1,1,2,1,1,1,1,1,6,3,4,3,7,1,7,4,7,1,2,22,"female",2,"Serbian",2,"2",2,NA,0,0,1,0,0,3,4,1.4,"Different Mean",1
"1350",133,107,119,131,115,129,127,109,123,135,111,113,121,1.99503,0.000803055,1,6,46,1,1,9.9453,111,2.20886,40,"high","high",NA,1,NA,1,NA,1,1,NA,NA,1,NA,17,16,14,18,1,"I just went with my initial emotional response and didn't think much.",NA,70,14,14,13,14,17,4,4,2,4,4,5,1,4,4,4,62,46,10,1,1,1,1,1,2,1,1,1,1,1,6,3,4,3,7,1,7,4,7,1,2,22,"female",2,"Serbian",2,"2",2,NA,0,0,1,0,0,3,4,1.4,"Different Mean",1
"1351",125,133,115,139,119,141,137,129,135,121,117,113,127,1.99426,0.00648944,1,7,1,2,1,9.9453,127,8.24789,43,"same","same",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,15,19,14,2,NA,"those most reflective of my own or within similar range",50,17,17,16,17,17,2,5,1,5,5,5,4,5,5,5,50,20,30,1,1,2,1,2,1,2,2,2,1,1,7,5,5,7,6,2,7,2,3,2,2,26,"female",1,NA,1,"26",3,"West",0,1,0,0,0,5,3,3.8,"Same Mean",-1
"1352",150,128,150,148,139,150,135,125,134,145,148,127,139.917,1.98675,0.00178526,1,7,12,3,1,9.78364,140,2.09757,45,"same","same",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,15,19,14,2,NA,"those most reflective of my own or within similar range",50,17,17,16,17,17,2,5,1,5,5,5,4,5,5,5,50,20,30,1,1,2,1,2,1,2,2,2,1,1,7,5,5,7,6,2,7,2,3,2,2,26,"female",1,NA,1,"26",3,"West",0,1,0,0,0,5,3,3.8,"Same Mean",-1
"1353",125,111,133,129,127,107,117,105,131,121,109,113,119,1.98659,0.000673048,1,7,23,2,1,9.9453,119,4.18338,40,"same","same",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,15,19,14,2,NA,"those most reflective of my own or within similar range",50,17,17,16,17,17,2,5,1,5,5,5,4,5,5,5,50,20,30,1,1,2,1,2,1,2,2,2,1,1,7,5,5,7,6,2,7,2,3,2,2,26,"female",1,NA,1,"26",3,"West",0,1,0,0,0,5,3,3.8,"Same Mean",-1
"1354",122,136,132,116,138,118,144,140,128,124,142,120,130,2.00126,0.000797456,1,7,34,4,1,9.9453,140,2.98514,2,"low","low",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,15,19,14,2,NA,"those most reflective of my own or within similar range",50,17,17,16,17,17,2,5,1,5,5,5,4,5,5,5,50,20,30,1,1,2,1,2,1,2,2,2,1,1,7,5,5,7,6,2,7,2,3,2,2,26,"female",1,NA,1,"26",3,"West",0,1,0,0,0,5,3,3.8,"Different Mean",1
"1355",142,138,130,114,134,118,116,122,120,140,136,126,128,1.99816,0.000781905,1,7,45,2,1,9.9453,128,1.20215,25,"same","same",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,15,19,14,2,NA,"those most reflective of my own or within similar range",50,17,17,16,17,17,2,5,1,5,5,5,4,5,5,5,50,20,30,1,1,2,1,2,1,2,2,2,1,1,7,5,5,7,6,2,7,2,3,2,2,26,"female",1,NA,1,"26",3,"West",0,1,0,0,0,5,3,3.8,"Same Mean",-1
"1356",134,127,148,128,139,145,148,150,125,150,150,135,139.917,1.99641,0.000167329,1,7,47,4,1,9.78364,140,2.57166,15,"same","same",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,15,19,14,2,NA,"those most reflective of my own or within similar range",50,17,17,16,17,17,2,5,1,5,5,5,4,5,5,5,50,20,30,1,1,2,1,2,1,2,2,2,1,1,7,5,5,7,6,2,7,2,3,2,2,26,"female",1,NA,1,"26",3,"West",0,1,0,0,0,5,3,3.8,"Same Mean",-1
"1357",148,150,150,139,125,127,150,134,128,148,135,145,139.917,1.99658,0.000788126,1,7,48,4,1,9.78364,140,1.1403,47,"same","same",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,15,19,14,2,NA,"those most reflective of my own or within similar range",50,17,17,16,17,17,2,5,1,5,5,5,4,5,5,5,50,20,30,1,1,2,1,2,1,2,2,2,1,1,7,5,5,7,6,2,7,2,3,2,2,26,"female",1,NA,1,"26",3,"West",0,1,0,0,0,5,3,3.8,"Same Mean",-1
"1358",123,131,117,111,113,135,127,133,137,119,115,139,125,1.99088,0.000684556,1,7,49,2,1,9.9453,135,0.912401,50,"low","low",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,15,19,14,2,NA,"those most reflective of my own or within similar range",50,17,17,16,17,17,2,5,1,5,5,5,4,5,5,5,50,20,30,1,1,2,1,2,1,2,2,2,1,1,7,5,5,7,6,2,7,2,3,2,2,26,"female",1,NA,1,"26",3,"West",0,1,0,0,0,5,3,3.8,"Different Mean",1
"1359",150,148,150,148,134,145,139,128,150,127,125,135,139.917,2.00168,0.000715347,1,7,50,3,1,9.78364,140,2.41915,20,"same","same",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,15,19,14,2,NA,"those most reflective of my own or within similar range",50,17,17,16,17,17,2,5,1,5,5,5,4,5,5,5,50,20,30,1,1,2,1,2,1,2,2,2,1,1,7,5,5,7,6,2,7,2,3,2,2,26,"female",1,NA,1,"26",3,"West",0,1,0,0,0,5,3,3.8,"Same Mean",-1
"1360",118,134,126,108,132,110,128,122,114,106,112,130,120,1.98888,0.000731831,1,7,2,3,1,9.9453,130,1.56486,33,"low","low",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,15,19,14,2,NA,"those most reflective of my own or within similar range",50,17,17,16,17,17,2,5,1,5,5,5,4,5,5,5,50,20,30,1,1,2,1,2,1,2,2,2,1,1,7,5,5,7,6,2,7,2,3,2,2,26,"female",1,NA,1,"26",3,"West",0,1,0,0,0,5,3,3.8,"Different Mean",1
"1361",150,127,135,148,150,148,128,134,125,145,139,150,139.917,1.98812,0.000699796,1,7,3,1,1,9.78364,140,1.71568,32,"same","same",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,15,19,14,2,NA,"those most reflective of my own or within similar range",50,17,17,16,17,17,2,5,1,5,5,5,4,5,5,5,50,20,30,1,1,2,1,2,1,2,2,2,1,1,7,5,5,7,6,2,7,2,3,2,2,26,"female",1,NA,1,"26",3,"West",0,1,0,0,0,5,3,3.8,"Same Mean",-1
"1362",127,108,104,103,106,123,103,128,120,105,114,103,112,1.98668,0.000794657,1,7,4,1,1,9.89949,122,2.53408,44,"low","low",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,15,19,14,2,NA,"those most reflective of my own or within similar range",50,17,17,16,17,17,2,5,1,5,5,5,4,5,5,5,50,20,30,1,1,2,1,2,1,2,2,2,1,1,7,5,5,7,6,2,7,2,3,2,2,26,"female",1,NA,1,"26",3,"West",0,1,0,0,0,5,3,3.8,"Different Mean",1
"1363",150,134,148,150,148,139,127,135,150,128,125,145,139.917,1.99405,0.000465598,1,7,5,1,1,9.78364,140,2.29223,8,"same","same",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,15,19,14,2,NA,"those most reflective of my own or within similar range",50,17,17,16,17,17,2,5,1,5,5,5,4,5,5,5,50,20,30,1,1,2,1,2,1,2,2,2,1,1,7,5,5,7,6,2,7,2,3,2,2,26,"female",1,NA,1,"26",3,"West",0,1,0,0,0,5,3,3.8,"Same Mean",-1
"1364",138,124,122,120,116,140,118,128,136,142,144,132,130,1.99584,0.00061862,1,7,6,4,1,9.9453,140,2.15811,21,"low","low",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,15,19,14,2,NA,"those most reflective of my own or within similar range",50,17,17,16,17,17,2,5,1,5,5,5,4,5,5,5,50,20,30,1,1,2,1,2,1,2,2,2,1,1,7,5,5,7,6,2,7,2,3,2,2,26,"female",1,NA,1,"26",3,"West",0,1,0,0,0,5,3,3.8,"Different Mean",1
"1365",122,140,138,128,118,142,132,136,120,144,124,116,130,1.99559,0.000422677,1,7,7,1,1,9.9453,140,2.94158,7,"low","low",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,15,19,14,2,NA,"those most reflective of my own or within similar range",50,17,17,16,17,17,2,5,1,5,5,5,4,5,5,5,50,20,30,1,1,2,1,2,1,2,2,2,1,1,7,5,5,7,6,2,7,2,3,2,2,26,"female",1,NA,1,"26",3,"West",0,1,0,0,0,5,3,3.8,"Different Mean",1
"1366",108,122,130,105,116,107,105,106,129,105,110,125,114,1.9905,0.000720012,1,7,8,2,1,9.89949,114,2.18001,29,"same","same",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,15,19,14,2,NA,"those most reflective of my own or within similar range",50,17,17,16,17,17,2,5,1,5,5,5,4,5,5,5,50,20,30,1,1,2,1,2,1,2,2,2,1,1,7,5,5,7,6,2,7,2,3,2,2,26,"female",1,NA,1,"26",3,"West",0,1,0,0,0,5,3,3.8,"Same Mean",-1
"1367",139,113,115,135,133,123,127,137,119,131,117,111,125,1.99327,0.000753602,1,7,9,3,1,9.9453,135,1.47698,31,"low","low",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,15,19,14,2,NA,"those most reflective of my own or within similar range",50,17,17,16,17,17,2,5,1,5,5,5,4,5,5,5,50,20,30,1,1,2,1,2,1,2,2,2,1,1,7,5,5,7,6,2,7,2,3,2,2,26,"female",1,NA,1,"26",3,"West",0,1,0,0,0,5,3,3.8,"Different Mean",1
"1368",120,116,124,128,118,138,122,142,140,136,132,144,130,1.98617,0.000797456,0,7,10,1,1,9.9453,140,1.70087,18,"low","low",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,15,19,14,2,NA,"those most reflective of my own or within similar range",50,17,17,16,17,17,2,5,1,5,5,5,4,5,5,5,50,20,30,1,1,2,1,2,1,2,2,2,1,1,7,5,5,7,6,2,7,2,3,2,2,26,"female",1,NA,1,"26",3,"West",0,1,0,0,0,5,3,3.8,"Different Mean",1
"1369",117,141,143,133,123,125,129,137,145,119,121,139,131,1.99245,0.000726233,1,7,11,1,1,9.9453,121,3.24402,17,"high","high",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,15,19,14,2,NA,"those most reflective of my own or within similar range",50,17,17,16,17,17,2,5,1,5,5,5,4,5,5,5,50,20,30,1,1,2,1,2,1,2,2,2,1,1,7,5,5,7,6,2,7,2,3,2,2,26,"female",1,NA,1,"26",3,"West",0,1,0,0,0,5,3,3.8,"Different Mean",1
"1370",104,106,101,118,103,101,112,102,125,121,101,126,110,1.99428,0.000712548,1,7,13,1,1,9.89949,110,1.2593,3,"same","same",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,15,19,14,2,NA,"those most reflective of my own or within similar range",50,17,17,16,17,17,2,5,1,5,5,5,4,5,5,5,50,20,30,1,1,2,1,2,1,2,2,2,1,1,7,5,5,7,6,2,7,2,3,2,2,26,"female",1,NA,1,"26",3,"West",0,1,0,0,0,5,3,3.8,"Same Mean",-1
"1371",139,135,148,150,128,127,148,145,150,150,125,134,139.917,1.98886,0.000487991,1,7,14,2,1,9.78364,140,3.08039,27,"same","same",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,15,19,14,2,NA,"those most reflective of my own or within similar range",50,17,17,16,17,17,2,5,1,5,5,5,4,5,5,5,50,20,30,1,1,2,1,2,1,2,2,2,1,1,7,5,5,7,6,2,7,2,3,2,2,26,"female",1,NA,1,"26",3,"West",0,1,0,0,0,5,3,3.8,"Same Mean",-1
"1372",150,139,134,150,135,128,150,145,125,148,127,148,139.917,2.0013,0.000732764,1,7,15,2,1,9.78364,140,2.2526,19,"same","same",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,15,19,14,2,NA,"those most reflective of my own or within similar range",50,17,17,16,17,17,2,5,1,5,5,5,4,5,5,5,50,20,30,1,1,2,1,2,1,2,2,2,1,1,7,5,5,7,6,2,7,2,3,2,2,26,"female",1,NA,1,"26",3,"West",0,1,0,0,0,5,3,3.8,"Same Mean",-1
"1373",123,121,143,131,125,127,119,139,147,135,145,141,133,1.98889,0.000919065,1,7,16,3,1,9.9453,133,1.16471,5,"same","same",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,15,19,14,2,NA,"those most reflective of my own or within similar range",50,17,17,16,17,17,2,5,1,5,5,5,4,5,5,5,50,20,30,1,1,2,1,2,1,2,2,2,1,1,7,5,5,7,6,2,7,2,3,2,2,26,"female",1,NA,1,"26",3,"West",0,1,0,0,0,5,3,3.8,"Same Mean",-1
"1374",140,128,138,142,144,120,136,132,118,122,116,124,130,1.99786,0.000955144,1,7,17,2,1,9.9453,140,1.556,16,"low","low",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,15,19,14,2,NA,"those most reflective of my own or within similar range",50,17,17,16,17,17,2,5,1,5,5,5,4,5,5,5,50,20,30,1,1,2,1,2,1,2,2,2,1,1,7,5,5,7,6,2,7,2,3,2,2,26,"female",1,NA,1,"26",3,"West",0,1,0,0,0,5,3,3.8,"Different Mean",1
"1375",118,140,126,122,138,130,134,142,146,144,124,120,132,1.99905,0.000784082,1,7,18,2,1,9.9453,122,2.12144,6,"high","high",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,15,19,14,2,NA,"those most reflective of my own or within similar range",50,17,17,16,17,17,2,5,1,5,5,5,4,5,5,5,50,20,30,1,1,2,1,2,1,2,2,2,1,1,7,5,5,7,6,2,7,2,3,2,2,26,"female",1,NA,1,"26",3,"West",0,1,0,0,0,5,3,3.8,"Different Mean",1
"1376",135,148,125,139,128,150,134,148,150,150,127,145,139.917,1.98963,0.000785016,1,7,19,1,1,9.78364,140,1.71427,9,"same","same",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,15,19,14,2,NA,"those most reflective of my own or within similar range",50,17,17,16,17,17,2,5,1,5,5,5,4,5,5,5,50,20,30,1,1,2,1,2,1,2,2,2,1,1,7,5,5,7,6,2,7,2,3,2,2,26,"female",1,NA,1,"26",3,"West",0,1,0,0,0,5,3,3.8,"Same Mean",-1
"1377",120,140,132,128,138,122,124,144,118,142,136,116,130,1.99759,0.000641635,1,7,20,2,1,9.9453,140,2.48983,11,"low","low",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,15,19,14,2,NA,"those most reflective of my own or within similar range",50,17,17,16,17,17,2,5,1,5,5,5,4,5,5,5,50,20,30,1,1,2,1,2,1,2,2,2,1,1,7,5,5,7,6,2,7,2,3,2,2,26,"female",1,NA,1,"26",3,"West",0,1,0,0,0,5,3,3.8,"Different Mean",1
"1378",139,135,127,125,148,148,150,150,145,134,128,150,139.917,1.99117,0.000727477,1,7,21,2,1,9.78364,140,2.46294,23,"same","same",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,15,19,14,2,NA,"those most reflective of my own or within similar range",50,17,17,16,17,17,2,5,1,5,5,5,4,5,5,5,50,20,30,1,1,2,1,2,1,2,2,2,1,1,7,5,5,7,6,2,7,2,3,2,2,26,"female",1,NA,1,"26",3,"West",0,1,0,0,0,5,3,3.8,"Same Mean",-1
"1379",125,139,127,150,148,150,145,150,135,148,134,128,139.917,1.99302,0.000828869,1,7,22,3,1,9.78364,140,2.511,24,"same","same",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,15,19,14,2,NA,"those most reflective of my own or within similar range",50,17,17,16,17,17,2,5,1,5,5,5,4,5,5,5,50,20,30,1,1,2,1,2,1,2,2,2,1,1,7,5,5,7,6,2,7,2,3,2,2,26,"female",1,NA,1,"26",3,"West",0,1,0,0,0,5,3,3.8,"Same Mean",-1
"1380",107,129,122,108,105,116,106,105,125,110,130,105,114,1.98604,0.00058223,1,7,24,4,1,9.89949,124,2.41597,22,"low","low",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,15,19,14,2,NA,"those most reflective of my own or within similar range",50,17,17,16,17,17,2,5,1,5,5,5,4,5,5,5,50,20,30,1,1,2,1,2,1,2,2,2,1,1,7,5,5,7,6,2,7,2,3,2,2,26,"female",1,NA,1,"26",3,"West",0,1,0,0,0,5,3,3.8,"Different Mean",1
"1381",148,125,139,135,134,127,150,150,150,148,145,128,139.917,1.99111,0.000753291,1,7,25,3,1,9.78364,140,1.94591,34,"same","same",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,15,19,14,2,NA,"those most reflective of my own or within similar range",50,17,17,16,17,17,2,5,1,5,5,5,4,5,5,5,50,20,30,1,1,2,1,2,1,2,2,2,1,1,7,5,5,7,6,2,7,2,3,2,2,26,"female",1,NA,1,"26",3,"West",0,1,0,0,0,5,3,3.8,"Same Mean",-1
"1382",125,135,139,127,145,121,131,141,123,147,143,119,133,1.99822,0.00066434,1,7,26,4,1,9.9453,123,1.72206,26,"high","high",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,15,19,14,2,NA,"those most reflective of my own or within similar range",50,17,17,16,17,17,2,5,1,5,5,5,4,5,5,5,50,20,30,1,1,2,1,2,1,2,2,2,1,1,7,5,5,7,6,2,7,2,3,2,2,26,"female",1,NA,1,"26",3,"West",0,1,0,0,0,5,3,3.8,"Different Mean",1
"1383",131,109,135,107,115,113,127,133,123,111,129,119,121,1.98775,0.000615509,1,7,27,1,1,9.9453,111,0.932339,13,"high","high",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,15,19,14,2,NA,"those most reflective of my own or within similar range",50,17,17,16,17,17,2,5,1,5,5,5,4,5,5,5,50,20,30,1,1,2,1,2,1,2,2,2,1,1,7,5,5,7,6,2,7,2,3,2,2,26,"female",1,NA,1,"26",3,"West",0,1,0,0,0,5,3,3.8,"Different Mean",1
"1384",138,118,124,132,128,136,140,116,142,120,122,144,130,1.99899,0.0006858,1,7,28,1,1,9.9453,140,2.17158,1,"low","low",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,15,19,14,2,NA,"those most reflective of my own or within similar range",50,17,17,16,17,17,2,5,1,5,5,5,4,5,5,5,50,20,30,1,1,2,1,2,1,2,2,2,1,1,7,5,5,7,6,2,7,2,3,2,2,26,"female",1,NA,1,"26",3,"West",0,1,0,0,0,5,3,3.8,"Different Mean",1
"1385",115,117,111,137,131,127,139,113,135,119,123,133,125,1.99924,0.00075578,1,7,29,3,1,9.9453,115,2.40466,36,"high","high",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,15,19,14,2,NA,"those most reflective of my own or within similar range",50,17,17,16,17,17,2,5,1,5,5,5,4,5,5,5,50,20,30,1,1,2,1,2,1,2,2,2,1,1,7,5,5,7,6,2,7,2,3,2,2,26,"female",1,NA,1,"26",3,"West",0,1,0,0,0,5,3,3.8,"Different Mean",1
"1386",125,149,145,147,141,143,127,133,137,123,129,121,135,1.99558,0.000765732,1,7,30,1,1,9.9453,125,1.62461,14,"high","high",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,15,19,14,2,NA,"those most reflective of my own or within similar range",50,17,17,16,17,17,2,5,1,5,5,5,4,5,5,5,50,20,30,1,1,2,1,2,1,2,2,2,1,1,7,5,5,7,6,2,7,2,3,2,2,26,"female",1,NA,1,"26",3,"West",0,1,0,0,0,5,3,3.8,"Different Mean",1
"1387",109,115,105,129,107,124,104,121,106,128,104,104,113,1.98871,0.000375091,1,7,31,4,1,9.89949,123,1.19672,49,"low","low",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,15,19,14,2,NA,"those most reflective of my own or within similar range",50,17,17,16,17,17,2,5,1,5,5,5,4,5,5,5,50,20,30,1,1,2,1,2,1,2,2,2,1,1,7,5,5,7,6,2,7,2,3,2,2,26,"female",1,NA,1,"26",3,"West",0,1,0,0,0,5,3,3.8,"Different Mean",1
"1388",142,144,136,122,118,116,128,132,140,120,138,124,130,1.99591,0.000693576,1,7,32,3,1,9.9453,140,2.22449,37,"low","low",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,15,19,14,2,NA,"those most reflective of my own or within similar range",50,17,17,16,17,17,2,5,1,5,5,5,4,5,5,5,50,20,30,1,1,2,1,2,1,2,2,2,1,1,7,5,5,7,6,2,7,2,3,2,2,26,"female",1,NA,1,"26",3,"West",0,1,0,0,0,5,3,3.8,"Different Mean",1
"1389",129,137,135,133,125,121,113,141,115,117,119,139,127,1.99802,0.000745205,1,7,33,3,1,9.9453,117,1.98914,35,"high","high",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,15,19,14,2,NA,"those most reflective of my own or within similar range",50,17,17,16,17,17,2,5,1,5,5,5,4,5,5,5,50,20,30,1,1,2,1,2,1,2,2,2,1,1,7,5,5,7,6,2,7,2,3,2,2,26,"female",1,NA,1,"26",3,"West",0,1,0,0,0,5,3,3.8,"Different Mean",1
"1390",123,148,143,150,126,125,137,133,146,148,132,146,138.083,1.99099,0.00027743,1,7,35,4,1,9.98598,128,2.32721,38,"high","high",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,15,19,14,2,NA,"those most reflective of my own or within similar range",50,17,17,16,17,17,2,5,1,5,5,5,4,5,5,5,50,20,30,1,1,2,1,2,1,2,2,2,1,1,7,5,5,7,6,2,7,2,3,2,2,26,"female",1,NA,1,"26",3,"West",0,1,0,0,0,5,3,3.8,"Different Mean",1
"1391",122,136,116,140,142,128,124,118,144,132,138,120,130,1.99426,0.000637592,1,7,36,3,1,9.9453,140,1.52599,42,"low","low",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,15,19,14,2,NA,"those most reflective of my own or within similar range",50,17,17,16,17,17,2,5,1,5,5,5,4,5,5,5,50,20,30,1,1,2,1,2,1,2,2,2,1,1,7,5,5,7,6,2,7,2,3,2,2,26,"female",1,NA,1,"26",3,"West",0,1,0,0,0,5,3,3.8,"Different Mean",1
"1392",144,116,142,122,128,118,132,136,120,124,138,140,130,1.98986,0.000666206,1,7,37,4,1,9.9453,140,2.38073,41,"low","low",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,15,19,14,2,NA,"those most reflective of my own or within similar range",50,17,17,16,17,17,2,5,1,5,5,5,4,5,5,5,50,20,30,1,1,2,1,2,1,2,2,2,1,1,7,5,5,7,6,2,7,2,3,2,2,26,"female",1,NA,1,"26",3,"West",0,1,0,0,0,5,3,3.8,"Different Mean",1
"1393",105,125,117,133,131,107,109,121,127,113,111,129,119,1.99843,0.000558593,1,7,38,1,1,9.9453,119,1.25466,4,"same","same",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,15,19,14,2,NA,"those most reflective of my own or within similar range",50,17,17,16,17,17,2,5,1,5,5,5,4,5,5,5,50,20,30,1,1,2,1,2,1,2,2,2,1,1,7,5,5,7,6,2,7,2,3,2,2,26,"female",1,NA,1,"26",3,"West",0,1,0,0,0,5,3,3.8,"Same Mean",-1
"1394",134,116,132,114,130,110,136,108,112,128,124,120,122,2.00267,0.000788437,1,7,39,4,1,9.9453,132,1.33412,12,"low","low",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,15,19,14,2,NA,"those most reflective of my own or within similar range",50,17,17,16,17,17,2,5,1,5,5,5,4,5,5,5,50,20,30,1,1,2,1,2,1,2,2,2,1,1,7,5,5,7,6,2,7,2,3,2,2,26,"female",1,NA,1,"26",3,"West",0,1,0,0,0,5,3,3.8,"Different Mean",1
"1395",127,126,102,102,113,102,103,107,104,122,119,105,111,1.99567,0.000830736,1,7,40,3,1,9.89949,111,0.457653,28,"same","same",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,15,19,14,2,NA,"those most reflective of my own or within similar range",50,17,17,16,17,17,2,5,1,5,5,5,4,5,5,5,50,20,30,1,1,2,1,2,1,2,2,2,1,1,7,5,5,7,6,2,7,2,3,2,2,26,"female",1,NA,1,"26",3,"West",0,1,0,0,0,5,3,3.8,"Same Mean",-1
"1396",129,115,133,131,135,113,111,119,123,109,107,127,121,1.98719,0.000784705,0,7,41,2,1,9.9453,111,0.982962,39,"high","high",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,15,19,14,2,NA,"those most reflective of my own or within similar range",50,17,17,16,17,17,2,5,1,5,5,5,4,5,5,5,50,20,30,1,1,2,1,2,1,2,2,2,1,1,7,5,5,7,6,2,7,2,3,2,2,26,"female",1,NA,1,"26",3,"West",0,1,0,0,0,5,3,3.8,"Different Mean",1
"1397",125,109,127,121,105,111,107,113,117,131,129,133,119,1.99877,0.000663096,1,7,42,4,1,9.9453,129,1.23803,46,"low","low",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,15,19,14,2,NA,"those most reflective of my own or within similar range",50,17,17,16,17,17,2,5,1,5,5,5,4,5,5,5,50,20,30,1,1,2,1,2,1,2,2,2,1,1,7,5,5,7,6,2,7,2,3,2,2,26,"female",1,NA,1,"26",3,"West",0,1,0,0,0,5,3,3.8,"Different Mean",1
"1398",111,133,105,127,113,125,121,109,117,131,107,129,119,1.99149,0.000676158,0,7,43,2,1,9.9453,129,2.22908,10,"low","low",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,15,19,14,2,NA,"those most reflective of my own or within similar range",50,17,17,16,17,17,2,5,1,5,5,5,4,5,5,5,50,20,30,1,1,2,1,2,1,2,2,2,1,1,7,5,5,7,6,2,7,2,3,2,2,26,"female",1,NA,1,"26",3,"West",0,1,0,0,0,5,3,3.8,"Different Mean",1
"1399",119,111,131,115,127,135,107,123,133,113,109,129,121,1.9987,0.000887341,1,7,44,3,1,9.9453,111,0.388032,30,"high","high",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,15,19,14,2,NA,"those most reflective of my own or within similar range",50,17,17,16,17,17,2,5,1,5,5,5,4,5,5,5,50,20,30,1,1,2,1,2,1,2,2,2,1,1,7,5,5,7,6,2,7,2,3,2,2,26,"female",1,NA,1,"26",3,"West",0,1,0,0,0,5,3,3.8,"Different Mean",1
"1400",148,128,127,134,145,139,150,148,150,135,150,125,139.917,2.00137,0.000928707,1,7,46,4,1,9.78364,140,3.20283,48,"same","same",NA,1,NA,1,1,NA,1,NA,NA,1,NA,17,15,19,14,2,NA,"those most reflective of my own or within similar range",50,17,17,16,17,17,2,5,1,5,5,5,4,5,5,5,50,20,30,1,1,2,1,2,1,2,2,2,1,1,7,5,5,7,6,2,7,2,3,2,2,26,"female",1,NA,1,"26",3,"West",0,1,0,0,0,5,3,3.8,"Same Mean",-1
