"","par1","par2","par3","par4","par5","par6","par7","par8","par9","part10","par11","par12","meanGroup","facesDisplayTime","maskTime","groupChoice","id","trial","faceIdentity","SD","realSD","rating","rt","image","condition","condition1","music.rock","music.pop","live.city","live.town","eat.icecream","eat.hamburger","time.beach","time.pool","pet.cat","pat.dog","X30","threatSimilar","threatDifferent","immoralSimilar","immoralDifferent","selectionPrinciple","selectionNoWhy","selectionYesWhy","groupPrecentEstimate","iden1","iden2","iden3","iden4","iden5","ntb1","ntb2","ntb3","ntb4","ntb5","ntb6","ntb7","ntb8","ntb9","ntb10","enviroDifRace","enviroDifSes","enviroDifPoli","sd1","sd2","sd3","sd4","sd5","sd6","sd7","sd8","sd9","sd10","sd11","bigFiveExtraverted","bigFiveCritical","bigFiveCons","bigFiveNeuro","bigFiveOpen","bigFiveReserved","bigFiveWarm","bigFiveCareless","bigFiveCalm","bigFiceConventional","poli","age","sex","citizen","citizenText","liveUS","yearsUS","partUS","partUSText","black","latin","white","asian","other","edu","income","identscale","condition_bi","condition_biEffect"
"1",117,115,121,131,137,129,125,109,111,135,113,133,123,1.99647,0.00213313,1,10,1,2,1,9.9453,113,4.97306,12,"high","high",1,NA,1,NA,NA,1,1,NA,1,NA,NA,17,17,18,17,2,NA,"Normally I choose those that were most similar or interesting to me.",74,16,17,17,16,17,2,3,3,5,4,3,1,3,5,4,31,70,49,1,1,2,1,2,1,2,2,1,1,2,7,5,6,6,7,2,5,5,3,4,4,19,"female",1,NA,1,"n/a",2,NA,0,0,1,0,0,3,5,3.6,"Different Mean",1
"2",120,118,114,130,136,140,138,126,134,122,116,142,128,1.98418,0.000929716,1,10,12,4,1,9.9453,138,5.28279,43,"low","low",1,NA,1,NA,NA,1,1,NA,1,NA,NA,17,17,18,17,2,NA,"Normally I choose those that were most similar or interesting to me.",74,16,17,17,16,17,2,3,3,5,4,3,1,3,5,4,31,70,49,1,1,2,1,2,1,2,2,1,1,2,7,5,6,6,7,2,5,5,3,4,4,19,"female",1,NA,1,"n/a",2,NA,0,0,1,0,0,3,5,3.6,"Different Mean",1
"3",145,150,148,128,150,135,134,150,127,148,139,125,139.917,1.99011,0.000523447,1,10,23,4,1,9.78364,140,3.32769,35,"same","same",1,NA,1,NA,NA,1,1,NA,1,NA,NA,17,17,18,17,2,NA,"Normally I choose those that were most similar or interesting to me.",74,16,17,17,16,17,2,3,3,5,4,3,1,3,5,4,31,70,49,1,1,2,1,2,1,2,2,1,1,2,7,5,6,6,7,2,5,5,3,4,4,19,"female",1,NA,1,"n/a",2,NA,0,0,1,0,0,3,5,3.6,"Same Mean",-1
"4",126,146,118,130,124,144,140,120,142,122,134,138,132,1.99485,0.000342977,1,10,34,4,1,9.9453,132,1.05688,50,"same","same",1,NA,1,NA,NA,1,1,NA,1,NA,NA,17,17,18,17,2,NA,"Normally I choose those that were most similar or interesting to me.",74,16,17,17,16,17,2,3,3,5,4,3,1,3,5,4,31,70,49,1,1,2,1,2,1,2,2,1,1,2,7,5,6,6,7,2,5,5,3,4,4,19,"female",1,NA,1,"n/a",2,NA,0,0,1,0,0,3,5,3.6,"Same Mean",-1
"5",122,138,132,136,142,128,120,140,144,124,116,118,130,2.00034,0.000427652,0,10,45,1,1,9.9453,140,3.93518,7,"low","low",1,NA,1,NA,NA,1,1,NA,1,NA,NA,17,17,18,17,2,NA,"Normally I choose those that were most similar or interesting to me.",74,16,17,17,16,17,2,3,3,5,4,3,1,3,5,4,31,70,49,1,1,2,1,2,1,2,2,1,1,2,7,5,6,6,7,2,5,5,3,4,4,19,"female",1,NA,1,"n/a",2,NA,0,0,1,0,0,3,5,3.6,"Different Mean",1
"6",112,126,108,116,124,106,110,130,132,128,104,120,118,1.99124,0.000470988,1,10,47,3,1,9.9453,118,2.46047,28,"same","same",1,NA,1,NA,NA,1,1,NA,1,NA,NA,17,17,18,17,2,NA,"Normally I choose those that were most similar or interesting to me.",74,16,17,17,16,17,2,3,3,5,4,3,1,3,5,4,31,70,49,1,1,2,1,2,1,2,2,1,1,2,7,5,6,6,7,2,5,5,3,4,4,19,"female",1,NA,1,"n/a",2,NA,0,0,1,0,0,3,5,3.6,"Same Mean",-1
"7",128,104,114,106,103,103,105,120,127,108,123,103,112,1.99054,0.000496647,0,10,48,2,1,9.89949,122,1.2769,48,"low","low",1,NA,1,NA,NA,1,1,NA,1,NA,NA,17,17,18,17,2,NA,"Normally I choose those that were most similar or interesting to me.",74,16,17,17,16,17,2,3,3,5,4,3,1,3,5,4,31,70,49,1,1,2,1,2,1,2,2,1,1,2,7,5,6,6,7,2,5,5,3,4,4,19,"female",1,NA,1,"n/a",2,NA,0,0,1,0,0,3,5,3.6,"Different Mean",1
"8",122,136,138,142,140,120,144,128,124,132,118,116,130,1.99386,0.000597573,1,10,49,2,1,9.9453,140,1.95775,24,"low","low",1,NA,1,NA,NA,1,1,NA,1,NA,NA,17,17,18,17,2,NA,"Normally I choose those that were most similar or interesting to me.",74,16,17,17,16,17,2,3,3,5,4,3,1,3,5,4,31,70,49,1,1,2,1,2,1,2,2,1,1,2,7,5,6,6,7,2,5,5,3,4,4,19,"female",1,NA,1,"n/a",2,NA,0,0,1,0,0,3,5,3.6,"Different Mean",1
"9",122,134,110,130,112,108,132,118,114,126,106,128,120,1.99498,0.000416819,0,10,50,2,1,9.9453,120,3.74047,44,"same","same",1,NA,1,NA,NA,1,1,NA,1,NA,NA,17,17,18,17,2,NA,"Normally I choose those that were most similar or interesting to me.",74,16,17,17,16,17,2,3,3,5,4,3,1,3,5,4,31,70,49,1,1,2,1,2,1,2,2,1,1,2,7,5,6,6,7,2,5,5,3,4,4,19,"female",1,NA,1,"n/a",2,NA,0,0,1,0,0,3,5,3.6,"Same Mean",-1
"10",112,106,116,128,124,130,132,120,110,126,104,108,118,1.98918,0.000262293,1,10,2,3,1,9.9453,128,1.51234,45,"low","low",1,NA,1,NA,NA,1,1,NA,1,NA,NA,17,17,18,17,2,NA,"Normally I choose those that were most similar or interesting to me.",74,16,17,17,16,17,2,3,3,5,4,3,1,3,5,4,31,70,49,1,1,2,1,2,1,2,2,1,1,2,7,5,6,6,7,2,5,5,3,4,4,19,"female",1,NA,1,"n/a",2,NA,0,0,1,0,0,3,5,3.6,"Different Mean",1
"11",121,123,119,139,141,129,117,137,143,133,125,145,131,1.9872,0.000501779,1,10,3,3,1,9.9453,121,1.26384,32,"high","high",1,NA,1,NA,NA,1,1,NA,1,NA,NA,17,17,18,17,2,NA,"Normally I choose those that were most similar or interesting to me.",74,16,17,17,16,17,2,3,3,5,4,3,1,3,5,4,31,70,49,1,1,2,1,2,1,2,2,1,1,2,7,5,6,6,7,2,5,5,3,4,4,19,"female",1,NA,1,"n/a",2,NA,0,0,1,0,0,3,5,3.6,"Different Mean",1
"12",144,122,134,146,150,148,126,142,128,130,124,138,136,1.99055,0.000243762,1,10,4,4,1,9.9453,136,1.44419,31,"same","same",1,NA,1,NA,NA,1,1,NA,1,NA,NA,17,17,18,17,2,NA,"Normally I choose those that were most similar or interesting to me.",74,16,17,17,16,17,2,3,3,5,4,3,1,3,5,4,31,70,49,1,1,2,1,2,1,2,2,1,1,2,7,5,6,6,7,2,5,5,3,4,4,19,"female",1,NA,1,"n/a",2,NA,0,0,1,0,0,3,5,3.6,"Same Mean",-1
"13",136,122,116,118,124,144,128,120,142,140,138,132,130,1.98972,0.000409976,0,10,5,3,1,9.9453,140,2.3955,21,"low","low",1,NA,1,NA,NA,1,1,NA,1,NA,NA,17,17,18,17,2,NA,"Normally I choose those that were most similar or interesting to me.",74,16,17,17,16,17,2,3,3,5,4,3,1,3,5,4,31,70,49,1,1,2,1,2,1,2,2,1,1,2,7,5,6,6,7,2,5,5,3,4,4,19,"female",1,NA,1,"n/a",2,NA,0,0,1,0,0,3,5,3.6,"Different Mean",1
"14",111,119,123,109,107,129,135,127,113,133,115,131,121,1.98997,0.000587024,1,10,6,1,1,9.9453,111,1.07795,3,"high","high",1,NA,1,NA,NA,1,1,NA,1,NA,NA,17,17,18,17,2,NA,"Normally I choose those that were most similar or interesting to me.",74,16,17,17,16,17,2,3,3,5,4,3,1,3,5,4,31,70,49,1,1,2,1,2,1,2,2,1,1,2,7,5,6,6,7,2,5,5,3,4,4,19,"female",1,NA,1,"n/a",2,NA,0,0,1,0,0,3,5,3.6,"Different Mean",1
"15",107,105,125,101,127,109,121,113,129,123,103,117,115,1.99135,0.000579612,1,10,7,4,1,9.9453,125,1.62682,38,"low","low",1,NA,1,NA,NA,1,1,NA,1,NA,NA,17,17,18,17,2,NA,"Normally I choose those that were most similar or interesting to me.",74,16,17,17,16,17,2,3,3,5,4,3,1,3,5,4,31,70,49,1,1,2,1,2,1,2,2,1,1,2,7,5,6,6,7,2,5,5,3,4,4,19,"female",1,NA,1,"n/a",2,NA,0,0,1,0,0,3,5,3.6,"Different Mean",1
"16",120,118,142,128,136,124,138,122,132,140,116,144,130,1.98473,0.000196435,0,10,8,1,1,9.9453,140,2.23344,39,"low","low",1,NA,1,NA,NA,1,1,NA,1,NA,NA,17,17,18,17,2,NA,"Normally I choose those that were most similar or interesting to me.",74,16,17,17,16,17,2,3,3,5,4,3,1,3,5,4,31,70,49,1,1,2,1,2,1,2,2,1,1,2,7,5,6,6,7,2,5,5,3,4,4,19,"female",1,NA,1,"n/a",2,NA,0,0,1,0,0,3,5,3.6,"Different Mean",1
"17",131,133,115,123,109,129,127,111,135,113,119,107,121,1.99822,0.000226656,0,10,9,1,1,9.9453,131,1.9534,47,"low","low",1,NA,1,NA,NA,1,1,NA,1,NA,NA,17,17,18,17,2,NA,"Normally I choose those that were most similar or interesting to me.",74,16,17,17,16,17,2,3,3,5,4,3,1,3,5,4,31,70,49,1,1,2,1,2,1,2,2,1,1,2,7,5,6,6,7,2,5,5,3,4,4,19,"female",1,NA,1,"n/a",2,NA,0,0,1,0,0,3,5,3.6,"Different Mean",1
"18",119,121,129,143,137,141,139,125,117,145,133,123,131,1.98576,0.000782319,1,10,10,1,1,9.9453,131,1.38227,29,"same","same",1,NA,1,NA,NA,1,1,NA,1,NA,NA,17,17,18,17,2,NA,"Normally I choose those that were most similar or interesting to me.",74,16,17,17,16,17,2,3,3,5,4,3,1,3,5,4,31,70,49,1,1,2,1,2,1,2,2,1,1,2,7,5,6,6,7,2,5,5,3,4,4,19,"female",1,NA,1,"n/a",2,NA,0,0,1,0,0,3,5,3.6,"Same Mean",-1
"19",106,127,103,120,103,128,105,103,123,104,114,108,112,1.98436,0.000413968,1,10,11,4,1,9.89949,112,1.61694,41,"same","same",1,NA,1,NA,NA,1,1,NA,1,NA,NA,17,17,18,17,2,NA,"Normally I choose those that were most similar or interesting to me.",74,16,17,17,16,17,2,3,3,5,4,3,1,3,5,4,31,70,49,1,1,2,1,2,1,2,2,1,1,2,7,5,6,6,7,2,5,5,3,4,4,19,"female",1,NA,1,"n/a",2,NA,0,0,1,0,0,3,5,3.6,"Same Mean",-1
"20",137,129,123,149,133,147,143,141,121,127,145,125,135,1.99104,0.000470418,1,10,13,2,1,9.9453,135,2.17718,20,"same","same",1,NA,1,NA,NA,1,1,NA,1,NA,NA,17,17,18,17,2,NA,"Normally I choose those that were most similar or interesting to me.",74,16,17,17,16,17,2,3,3,5,4,3,1,3,5,4,31,70,49,1,1,2,1,2,1,2,2,1,1,2,7,5,6,6,7,2,5,5,3,4,4,19,"female",1,NA,1,"n/a",2,NA,0,0,1,0,0,3,5,3.6,"Same Mean",-1
"21",124,122,132,145,142,131,125,147,145,149,147,136,137.083,1.99031,0.000322735,1,10,14,1,1,9.98598,127,1.32747,6,"high","high",1,NA,1,NA,NA,1,1,NA,1,NA,NA,17,17,18,17,2,NA,"Normally I choose those that were most similar or interesting to me.",74,16,17,17,16,17,2,3,3,5,4,3,1,3,5,4,31,70,49,1,1,2,1,2,1,2,2,1,1,2,7,5,6,6,7,2,5,5,3,4,4,19,"female",1,NA,1,"n/a",2,NA,0,0,1,0,0,3,5,3.6,"Different Mean",1
"22",134,112,106,108,126,132,130,118,110,114,122,128,120,1.99271,0.000408551,1,10,15,2,1,9.9453,120,1.1086,8,"same","same",1,NA,1,NA,NA,1,1,NA,1,NA,NA,17,17,18,17,2,NA,"Normally I choose those that were most similar or interesting to me.",74,16,17,17,16,17,2,3,3,5,4,3,1,3,5,4,31,70,49,1,1,2,1,2,1,2,2,1,1,2,7,5,6,6,7,2,5,5,3,4,4,19,"female",1,NA,1,"n/a",2,NA,0,0,1,0,0,3,5,3.6,"Same Mean",-1
"23",125,148,128,150,145,127,134,150,148,150,135,139,139.917,1.9841,0.000483247,0,10,16,3,1,9.78364,140,3.75122,2,"same","same",1,NA,1,NA,NA,1,1,NA,1,NA,NA,17,17,18,17,2,NA,"Normally I choose those that were most similar or interesting to me.",74,16,17,17,16,17,2,3,3,5,4,3,1,3,5,4,31,70,49,1,1,2,1,2,1,2,2,1,1,2,7,5,6,6,7,2,5,5,3,4,4,19,"female",1,NA,1,"n/a",2,NA,0,0,1,0,0,3,5,3.6,"Same Mean",-1
"24",106,101,112,104,121,126,101,125,118,101,102,103,110,1.98421,0.000571914,1,10,17,1,1,9.89949,110,2.46737,36,"same","same",1,NA,1,NA,NA,1,1,NA,1,NA,NA,17,17,18,17,2,NA,"Normally I choose those that were most similar or interesting to me.",74,16,17,17,16,17,2,3,3,5,4,3,1,3,5,4,31,70,49,1,1,2,1,2,1,2,2,1,1,2,7,5,6,6,7,2,5,5,3,4,4,19,"female",1,NA,1,"n/a",2,NA,0,0,1,0,0,3,5,3.6,"Same Mean",-1
"25",134,135,128,148,150,148,150,150,127,139,145,125,139.917,1.991,0.000373198,1,10,18,1,1,9.78364,140,2.62738,10,"same","same",1,NA,1,NA,NA,1,1,NA,1,NA,NA,17,17,18,17,2,NA,"Normally I choose those that were most similar or interesting to me.",74,16,17,17,16,17,2,3,3,5,4,3,1,3,5,4,31,70,49,1,1,2,1,2,1,2,2,1,1,2,7,5,6,6,7,2,5,5,3,4,4,19,"female",1,NA,1,"n/a",2,NA,0,0,1,0,0,3,5,3.6,"Same Mean",-1
"26",125,119,139,127,147,141,135,145,131,143,121,123,133,1.99021,0.0002258,1,10,19,1,1,9.9453,133,1.67792,26,"same","same",1,NA,1,NA,NA,1,1,NA,1,NA,NA,17,17,18,17,2,NA,"Normally I choose those that were most similar or interesting to me.",74,16,17,17,16,17,2,3,3,5,4,3,1,3,5,4,31,70,49,1,1,2,1,2,1,2,2,1,1,2,7,5,6,6,7,2,5,5,3,4,4,19,"female",1,NA,1,"n/a",2,NA,0,0,1,0,0,3,5,3.6,"Same Mean",-1
"27",117,133,135,131,113,125,111,137,115,109,129,121,123,1.98796,0.000479541,0,10,20,4,1,9.9453,123,1.12996,17,"same","same",1,NA,1,NA,NA,1,1,NA,1,NA,NA,17,17,18,17,2,NA,"Normally I choose those that were most similar or interesting to me.",74,16,17,17,16,17,2,3,3,5,4,3,1,3,5,4,31,70,49,1,1,2,1,2,1,2,2,1,1,2,7,5,6,6,7,2,5,5,3,4,4,19,"female",1,NA,1,"n/a",2,NA,0,0,1,0,0,3,5,3.6,"Same Mean",-1
"28",122,127,102,102,119,113,126,107,104,105,102,103,111,1.99299,0.000261438,0,10,21,1,1,9.89949,121,1.19165,5,"low","low",1,NA,1,NA,NA,1,1,NA,1,NA,NA,17,17,18,17,2,NA,"Normally I choose those that were most similar or interesting to me.",74,16,17,17,16,17,2,3,3,5,4,3,1,3,5,4,31,70,49,1,1,2,1,2,1,2,2,1,1,2,7,5,6,6,7,2,5,5,3,4,4,19,"female",1,NA,1,"n/a",2,NA,0,0,1,0,0,3,5,3.6,"Different Mean",1
"29",118,116,138,142,126,136,130,114,140,120,134,122,128,1.99372,0.000266855,0,10,22,4,1,9.9453,118,1.12403,15,"high","high",1,NA,1,NA,NA,1,1,NA,1,NA,NA,17,17,18,17,2,NA,"Normally I choose those that were most similar or interesting to me.",74,16,17,17,16,17,2,3,3,5,4,3,1,3,5,4,31,70,49,1,1,2,1,2,1,2,2,1,1,2,7,5,6,6,7,2,5,5,3,4,4,19,"female",1,NA,1,"n/a",2,NA,0,0,1,0,0,3,5,3.6,"Different Mean",1
"30",125,126,146,146,148,137,123,143,132,148,150,133,138.083,1.99263,0.000453027,1,10,24,4,1,9.98598,138,1.55871,19,"same","same",1,NA,1,NA,NA,1,1,NA,1,NA,NA,17,17,18,17,2,NA,"Normally I choose those that were most similar or interesting to me.",74,16,17,17,16,17,2,3,3,5,4,3,1,3,5,4,31,70,49,1,1,2,1,2,1,2,2,1,1,2,7,5,6,6,7,2,5,5,3,4,4,19,"female",1,NA,1,"n/a",2,NA,0,0,1,0,0,3,5,3.6,"Same Mean",-1
"31",134,135,139,125,150,148,145,150,128,127,148,150,139.917,1.98912,0.000216677,0,10,25,1,1,9.78364,140,1.41211,23,"same","same",1,NA,1,NA,NA,1,1,NA,1,NA,NA,17,17,18,17,2,NA,"Normally I choose those that were most similar or interesting to me.",74,16,17,17,16,17,2,3,3,5,4,3,1,3,5,4,31,70,49,1,1,2,1,2,1,2,2,1,1,2,7,5,6,6,7,2,5,5,3,4,4,19,"female",1,NA,1,"n/a",2,NA,0,0,1,0,0,3,5,3.6,"Same Mean",-1
"32",128,124,122,108,106,110,102,118,114,130,126,104,116,1.99953,0.000306484,0,10,26,2,1,9.9453,126,1.28496,1,"low","low",1,NA,1,NA,NA,1,1,NA,1,NA,NA,17,17,18,17,2,NA,"Normally I choose those that were most similar or interesting to me.",74,16,17,17,16,17,2,3,3,5,4,3,1,3,5,4,31,70,49,1,1,2,1,2,1,2,2,1,1,2,7,5,6,6,7,2,5,5,3,4,4,19,"female",1,NA,1,"n/a",2,NA,0,0,1,0,0,3,5,3.6,"Different Mean",1
"33",143,145,141,139,119,123,147,131,125,135,121,127,133,1.98477,0.000166499,1,10,27,1,1,9.9453,123,1.11628,30,"high","high",1,NA,1,NA,NA,1,1,NA,1,NA,NA,17,17,18,17,2,NA,"Normally I choose those that were most similar or interesting to me.",74,16,17,17,16,17,2,3,3,5,4,3,1,3,5,4,31,70,49,1,1,2,1,2,1,2,2,1,1,2,7,5,6,6,7,2,5,5,3,4,4,19,"female",1,NA,1,"n/a",2,NA,0,0,1,0,0,3,5,3.6,"Different Mean",1
"34",136,142,116,118,120,124,122,132,140,128,144,138,130,1.99103,0.000277689,0,10,28,1,1,9.9453,140,2.37712,18,"low","low",1,NA,1,NA,NA,1,1,NA,1,NA,NA,17,17,18,17,2,NA,"Normally I choose those that were most similar or interesting to me.",74,16,17,17,16,17,2,3,3,5,4,3,1,3,5,4,31,70,49,1,1,2,1,2,1,2,2,1,1,2,7,5,6,6,7,2,5,5,3,4,4,19,"female",1,NA,1,"n/a",2,NA,0,0,1,0,0,3,5,3.6,"Different Mean",1
"35",141,123,147,145,143,127,125,121,133,149,137,129,135,1.99,0.000496077,0,10,29,3,1,9.9453,125,1.77785,4,"high","high",1,NA,1,NA,NA,1,1,NA,1,NA,NA,17,17,18,17,2,NA,"Normally I choose those that were most similar or interesting to me.",74,16,17,17,16,17,2,3,3,5,4,3,1,3,5,4,31,70,49,1,1,2,1,2,1,2,2,1,1,2,7,5,6,6,7,2,5,5,3,4,4,19,"female",1,NA,1,"n/a",2,NA,0,0,1,0,0,3,5,3.6,"Different Mean",1
"36",147,129,123,137,127,141,143,149,121,145,133,125,135,1.9952,0.000209265,1,10,30,3,1,9.9453,125,1.28931,37,"high","high",1,NA,1,NA,NA,1,1,NA,1,NA,NA,17,17,18,17,2,NA,"Normally I choose those that were most similar or interesting to me.",74,16,17,17,16,17,2,3,3,5,4,3,1,3,5,4,31,70,49,1,1,2,1,2,1,2,2,1,1,2,7,5,6,6,7,2,5,5,3,4,4,19,"female",1,NA,1,"n/a",2,NA,0,0,1,0,0,3,5,3.6,"Different Mean",1
"37",135,109,131,111,107,119,113,133,127,115,129,123,121,1.98631,0.000411402,1,10,31,2,1,9.9453,111,0.364554,22,"high","high",1,NA,1,NA,NA,1,1,NA,1,NA,NA,17,17,18,17,2,NA,"Normally I choose those that were most similar or interesting to me.",74,16,17,17,16,17,2,3,3,5,4,3,1,3,5,4,31,70,49,1,1,2,1,2,1,2,2,1,1,2,7,5,6,6,7,2,5,5,3,4,4,19,"female",1,NA,1,"n/a",2,NA,0,0,1,0,0,3,5,3.6,"Different Mean",1
"38",125,148,135,150,150,150,139,134,128,145,127,148,139.917,1.98953,0.000246613,1,10,32,3,1,9.78364,140,2.12845,16,"same","same",1,NA,1,NA,NA,1,1,NA,1,NA,NA,17,17,18,17,2,NA,"Normally I choose those that were most similar or interesting to me.",74,16,17,17,16,17,2,3,3,5,4,3,1,3,5,4,31,70,49,1,1,2,1,2,1,2,2,1,1,2,7,5,6,6,7,2,5,5,3,4,4,19,"female",1,NA,1,"n/a",2,NA,0,0,1,0,0,3,5,3.6,"Same Mean",-1
"39",119,127,113,102,104,105,126,107,102,122,103,102,111,1.98431,0.00067227,0,10,33,3,1,9.89949,121,8.40242,11,"low","low",1,NA,1,NA,NA,1,1,NA,1,NA,NA,17,17,18,17,2,NA,"Normally I choose those that were most similar or interesting to me.",74,16,17,17,16,17,2,3,3,5,4,3,1,3,5,4,31,70,49,1,1,2,1,2,1,2,2,1,1,2,7,5,6,6,7,2,5,5,3,4,4,19,"female",1,NA,1,"n/a",2,NA,0,0,1,0,0,3,5,3.6,"Different Mean",1
"40",139,141,125,135,117,113,137,119,133,121,115,129,127,1.99183,0.000398287,1,10,35,1,1,9.9453,127,1.4929,33,"same","same",1,NA,1,NA,NA,1,1,NA,1,NA,NA,17,17,18,17,2,NA,"Normally I choose those that were most similar or interesting to me.",74,16,17,17,16,17,2,3,3,5,4,3,1,3,5,4,31,70,49,1,1,2,1,2,1,2,2,1,1,2,7,5,6,6,7,2,5,5,3,4,4,19,"female",1,NA,1,"n/a",2,NA,0,0,1,0,0,3,5,3.6,"Same Mean",-1
"41",138,120,136,142,122,124,118,128,116,132,144,140,130,1.98869,0.000305914,1,10,36,3,1,9.9453,140,2.01282,42,"low","low",1,NA,1,NA,NA,1,1,NA,1,NA,NA,17,17,18,17,2,NA,"Normally I choose those that were most similar or interesting to me.",74,16,17,17,16,17,2,3,3,5,4,3,1,3,5,4,31,70,49,1,1,2,1,2,1,2,2,1,1,2,7,5,6,6,7,2,5,5,3,4,4,19,"female",1,NA,1,"n/a",2,NA,0,0,1,0,0,3,5,3.6,"Different Mean",1
"42",126,107,102,119,105,127,102,103,113,122,104,102,111,1.9957,0.000232073,0,10,37,2,1,9.89949,121,1.08873,46,"low","low",1,NA,1,NA,NA,1,1,NA,1,NA,NA,17,17,18,17,2,NA,"Normally I choose those that were most similar or interesting to me.",74,16,17,17,16,17,2,3,3,5,4,3,1,3,5,4,31,70,49,1,1,2,1,2,1,2,2,1,1,2,7,5,6,6,7,2,5,5,3,4,4,19,"female",1,NA,1,"n/a",2,NA,0,0,1,0,0,3,5,3.6,"Different Mean",1
"43",136,144,138,132,122,116,142,120,118,124,140,128,130,1.99132,0.000229507,0,10,38,1,1,9.9453,120,3.59395,9,"high","high",1,NA,1,NA,NA,1,1,NA,1,NA,NA,17,17,18,17,2,NA,"Normally I choose those that were most similar or interesting to me.",74,16,17,17,16,17,2,3,3,5,4,3,1,3,5,4,31,70,49,1,1,2,1,2,1,2,2,1,1,2,7,5,6,6,7,2,5,5,3,4,4,19,"female",1,NA,1,"n/a",2,NA,0,0,1,0,0,3,5,3.6,"Different Mean",1
"44",118,122,140,116,136,134,126,130,114,138,120,142,128,1.99336,0.000347824,0,10,39,2,1,9.9453,128,2.12486,14,"same","same",1,NA,1,NA,NA,1,1,NA,1,NA,NA,17,17,18,17,2,NA,"Normally I choose those that were most similar or interesting to me.",74,16,17,17,16,17,2,3,3,5,4,3,1,3,5,4,31,70,49,1,1,2,1,2,1,2,2,1,1,2,7,5,6,6,7,2,5,5,3,4,4,19,"female",1,NA,1,"n/a",2,NA,0,0,1,0,0,3,5,3.6,"Same Mean",-1
"45",108,105,106,114,103,123,103,127,128,104,103,120,112,1.987,0.000275408,1,10,40,4,1,9.89949,122,1.23093,27,"low","low",1,NA,1,NA,NA,1,1,NA,1,NA,NA,17,17,18,17,2,NA,"Normally I choose those that were most similar or interesting to me.",74,16,17,17,16,17,2,3,3,5,4,3,1,3,5,4,31,70,49,1,1,2,1,2,1,2,2,1,1,2,7,5,6,6,7,2,5,5,3,4,4,19,"female",1,NA,1,"n/a",2,NA,0,0,1,0,0,3,5,3.6,"Different Mean",1
"46",129,133,109,113,135,121,115,117,131,125,111,137,123,1.98578,0.000427082,0,10,41,3,1,9.9453,133,2.18249,25,"low","low",1,NA,1,NA,NA,1,1,NA,1,NA,NA,17,17,18,17,2,NA,"Normally I choose those that were most similar or interesting to me.",74,16,17,17,16,17,2,3,3,5,4,3,1,3,5,4,31,70,49,1,1,2,1,2,1,2,2,1,1,2,7,5,6,6,7,2,5,5,3,4,4,19,"female",1,NA,1,"n/a",2,NA,0,0,1,0,0,3,5,3.6,"Different Mean",1
"47",123,125,148,148,146,146,137,133,132,150,143,126,138.083,1.98732,0.000354666,1,10,42,2,1,9.98598,138,1.43056,34,"same","same",1,NA,1,NA,NA,1,1,NA,1,NA,NA,17,17,18,17,2,NA,"Normally I choose those that were most similar or interesting to me.",74,16,17,17,16,17,2,3,3,5,4,3,1,3,5,4,31,70,49,1,1,2,1,2,1,2,2,1,1,2,7,5,6,6,7,2,5,5,3,4,4,19,"female",1,NA,1,"n/a",2,NA,0,0,1,0,0,3,5,3.6,"Same Mean",-1
"48",148,145,127,134,128,135,150,150,139,150,148,125,139.917,1.98635,0.000198431,1,10,43,3,1,9.78364,140,1.59821,40,"same","same",1,NA,1,NA,NA,1,1,NA,1,NA,NA,17,17,18,17,2,NA,"Normally I choose those that were most similar or interesting to me.",74,16,17,17,16,17,2,3,3,5,4,3,1,3,5,4,31,70,49,1,1,2,1,2,1,2,2,1,1,2,7,5,6,6,7,2,5,5,3,4,4,19,"female",1,NA,1,"n/a",2,NA,0,0,1,0,0,3,5,3.6,"Same Mean",-1
"49",134,150,148,150,125,127,139,145,150,148,135,128,139.917,1.98579,0.00036493,1,10,44,4,1,9.78364,140,1.68224,49,"same","same",1,NA,1,NA,NA,1,1,NA,1,NA,NA,17,17,18,17,2,NA,"Normally I choose those that were most similar or interesting to me.",74,16,17,17,16,17,2,3,3,5,4,3,1,3,5,4,31,70,49,1,1,2,1,2,1,2,2,1,1,2,7,5,6,6,7,2,5,5,3,4,4,19,"female",1,NA,1,"n/a",2,NA,0,0,1,0,0,3,5,3.6,"Same Mean",-1
"50",129,135,131,125,121,111,113,133,137,109,115,117,123,1.99193,0.000416533,1,10,46,2,1,9.9453,123,1.04257,13,"same","same",1,NA,1,NA,NA,1,1,NA,1,NA,NA,17,17,18,17,2,NA,"Normally I choose those that were most similar or interesting to me.",74,16,17,17,16,17,2,3,3,5,4,3,1,3,5,4,31,70,49,1,1,2,1,2,1,2,2,1,1,2,7,5,6,6,7,2,5,5,3,4,4,19,"female",1,NA,1,"n/a",2,NA,0,0,1,0,0,3,5,3.6,"Same Mean",-1
"51",138,144,130,124,142,122,146,140,134,126,118,120,132,1.99977,0.00250434,1,11,1,3,1,9.9453,132,3.77014,5,"same","same",NA,1,1,NA,1,NA,1,NA,NA,1,NA,19,14,18,15,2,NA,"I eliminated those immediately if they were very different than mine; i wish other Americans feel the same way I do about certain things",75,18,18,18,18,18,4,5,2,4,5,4,2,4,3,3,31,49,56,2,2,1,1,1,2,1,2,1,2,2,6,1,5,2,6,2,5,2,6,5,5,19,"female",1,NA,1,"19",2,NA,0,0,1,0,0,2,6,5,"Same Mean",-1
